【禁用】那我打你 	 不知道
可以吃掉 	 使劲吃，放心的吃，大胆地吃~
我男朋友很帅气 	 额~那你去外面找啊
这是病得治 	 你大爷时光
奥你妹 	 别在我面前爆脏话，行不
小絮的，一辈子的 	 裕仔蝈蝈
你有几颗牙齿 	 谈谈情，跳跳舞，跟我搞暧昧啊
好样的……好 	 我粑粑
三民主義 	 牛津，英国
那喜不喜欢吃精 	 吃是人生一大乐趣你知道不
多更新些状态,最好一天一次 	 我愛你
快,再说几句这麽精辟的语言 	 你说的什么哦？换种说法行不
【禁用】人家就是不要脸怎么地 	 想让我告诉你些什么，别拐弯抹角的行不
我心里很不舒服 	 怎么了，身体不舒服吗？
超级大帅哥 	 木有啊
没有教室可以回了 	 嗯的嗯的，一定不会有下次啦了
我今天心情不好 	 不好就不好啦，说这么大声是要全世界的人都听到吗
白痴,白痴 	 我的聪明不是你能理解的
清宿便，排肠毒，通肠道 	 谈谈情，跳跳舞，跟我搞暧昧啊
雪为什么这么小 	 因为他的头被门夹过
臭吊死 	 臭魚美女繞了我吧
你教我得 	 才不要教！
尼妹 	 来嘛，锅锅
呸,我才不要一只做我老公 	 T^T要嘛，我那么可爱
是不是听不懂的就符号 	 当然，还用问么
一直忘不了一个人,怎么办 	 如果你忘不掉过去，那就干脆不要忘记了，埋在心里，作为你人生故事的一部分
给谁赚钱,你在哪 	 在一个叫梅州的小城市
愛いしてるよ 	 你是不是觉得这日子过得太无聊了哦
你开个价 	 dcv
他是黑道大哥 	 今天这天气很适合聊天的说
告诉我吗 	 我偏不告诉你，急死你
大神,啥意思 	 是个鸡大婶
嗯么，好，安～ 	 吃胖了，你就不喜欢我啦！
那是因为主人你更可爱呀 	 我知道，有阳光的存在才有阴影
有点,心里有点压抑 	 好舒服的哟
我是你的小宝贝 	 恩恩恩，我饿了
真的吗?现在就要吃 	 真的啦，比珍珠还真
她是谁 	 14号黄佳欢呀！
不是这个,黑公交 	 不是这个，那还能是哪个
最近怎么不发状态了 	 问天问地，说说你，说说我
怎么可能，我已经有人拉 	 全是奴
你说我干嘛要找个神经大条的男朋友 	 要就要呗，这么多问，真的是
我在蹭隔壁的无线 	 贸然
忍忍就过去了 	 再也回不去了
你怎么知道呢？你要不要一起呢？ 	 因为我聪明呗
我怎么没收到啊 	 哈哈哈乖仔
换个 	 妈咪讲既
你字都字错了 	 那啥是对的？
小猪能和我过一辈子嘛 	 可以…放心去爱吧~
不想考英语 	 与老师火拼吧
我无时无刻不在想你，只是不敢告诉你 	 一定要多想哦，除了WC以外的时间都要想我
找人人 	 傻缺二货
我想次奥你 	 不不不不……你可是文明人
无语就是没话和你说,笨蛋 	 男人不都觉得女人笨笨的么
怎么加你好友 	 加就加吧，还用问么
主银嫌弃我么？ 	 谈谈情，跳跳舞，跟我搞暧昧啊
那你和谁结婚 	 嘿嘿、不久了
你的猪婆大腚樱珠妹 	 今天是个好日子，怎么不敢去玩玩
切了你 	 伤了我的心
小提琴 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
冯磊 	 你一开口，我就知道结果，你就不能搞点新创意出来嘛
什么回忆 	 我会一直等你出现
我可以加入吗？ 	 快来，抠玩我给你玩，随便你搞，劳资说话算数！
雪花是什么颜色的 	 蓝色的呗
你把我访客弄到万 	 虽然我很聪明，但也不可能全部都懂哦
你看到我的小熊了么 	 Mark咯
请叫我炮手 	 色狼博士么？
不不，我是 	 要要
终于找到评论了 	 找得不容易吧
啊虽小，一应俱全 	 不管你信不信，反正我没法回答你
是卖肉的 	 问世间情为何物，只教人生死相随
皇上请吩咐 	 叫我大佬
成精了?!精 	 來自黑暗的正義使者
你属的 	 你坚强我放心
我饿了!早上没吃饭 	 没吃就快去吃吧
你每顿饭吃多少屎 	 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
你是雄还是雌 	 雄，我瞎说的，嘻嘻
我还是太连清了…… 	 时间将是你最大的敌人，等着吧
你是我大爷 	 哇靠，我是小闺女
不是的呀，我最喜欢你了 	 嗯
用不用 	 要，一定要的
我叫黄哟 	 黄哟，你好，认识您很高兴
刚男丝带奥 	 麻麻呀...又来一个说瞎话的
那你来见我 	 我不去~
爱那必须爱呀张迪也爱李彬 	 等等哈，正吃着切糕呢
啥样的妹纸 	 世界末日！╭(╯ε╰)╮
铜雀台我老爱看了 	 谈谈情，跳跳舞，跟我搞暧昧啊
呵呵呵呵呵呵呵呵呵呵呵呵呵呵 	 呵呵~
我对象跑了 	 你猜
晕你哦不过你都全天不睡觉的吗 	 令我想清楚
山大好不好 	 嗯，行吧
教我如何 	 马上刮你旁邊個人兩巴
你会说日语吗 	 不会，貌似很难哦，你会不
会考加油~保佑你一定能过 	 有些事没必要认真，有些人没必要理会
在这里在这里怎么啦怎么啦 	 打电话叫他送过来
说呵呵的是大傻逼 	 你出生后是不是被扔起来3次，但只被接住2次？
我不是和你说了吗我老婆的名字你忘 	 那是？
躲猫猫去了？ 	 没意思，不去
我要朱士胜 	 不管你信不信，反正我没法回答你
太坏了，卷毛鬼 	 有吗，我可是很温柔的哦
比你好一点点 	 爱死你啦
你觉得元芳怎么样 	 哇塞！谁找到他是八辈子修来的福份啊！
皇马万岁 	 大帅哥也
谁不好谁就是嘎嘎 	 不好就不好啦，说这么大声是要全世界的人都听到吗
闷骚啊 	 臉源源
新西兰奶粉都有哪些不能喝了 	 当然啦。比如说，她有大脑袋病是粉色控，冬天不穿束胸，爱睡觉，还爱欺负你。
是摸 	 啊啊～弄的一脸都是了～～老公真是的～，舔～
你到碗里去等我 	 你就不能换个大点的碗嘛
你是世界第一傻 	 我最棒了
我很胖，会被吃掉 	 无法理解您的话，获取帮助请发送 help
能不能帮我告诉她,我很爱她 	 一定要去帮啊，助人为乐是中国人民的传统美德哦
吃吃吃 	 豬豬豬豬
小影是小母吗 	 詩児滴媳妇
我知道你在干嘛 	 能干嘛呢，聊天呗，上网呗
你是喜当的吧 	 答对了，亲你一个
刘桐熙 	 无聊的人说无聊的话
再来首歌 	 当然是主人的老婆Carol啊!
你若安不好，便要赔钱 	 不好就不好啦，说这么大声是要全世界的人都听到吗
你真乖最喜欢你咯 	 嘻嘻，就知道你会喜欢上我的
药药切克闹 	 奶罩内裤避孕套
青龙苑的小抠门 	 你不觉得这个话题没什么意思么
小不点子 	 臭狗
好屁 	 你好兇喔
和小四一样高 	 ，
没事,就怕你不帮牵红线 	 哦，没事就好
ktv走起 	 哦了哦了哦了,咱聊点别的吧
老笨 	 对我不聪明
小黄爸小黄妈 	 苏苏家的小蜜蜂w
那什么时候才到 	 我哪知道什么时候
嗯嗯,可以 	 哦哦哦哦
红艳艳 	 你说的什么哦？换种说法行不
关注我 	 为什么要关注呢
欧巴刚拿起刀 	 你才是阿族嘛
你忽悠谁 	 我忽?！
麻辣烫 	 酸辣粉
看见你我就饱了 	 不不不不……你可是文明人
我用手机木有 	 爱疯4s
心里明白这并没什么,但是心里过不去 	 我该寻找爱情吗？我能找到吗？
小四又卖萌了，咱不理他~ 	 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
是啦是啦 	 你猜
李伯权 	 宝贝，你说的话好高深啊，有点像哥德巴赫猜想，暂时无解！
这都被你发现了 	 哈哈，我理解你吧
现在完成时 	 交俾我
你今天都干嘛了 	 不知道呢
大乔和小乔的老家 	 谈谈情，跳跳舞，跟我搞暧昧啊
郭红亮保养了 	 大人我错了！
我想要炮友 	 啊啊我要…我要大哥的大鸡巴…啊啊，大鸡巴大哥草我…草死我…快点…
国民党 	 没必要讨论那些以小人之人度君之腹的吧
能吃么?嘎嘎 	 嘎嘎嘎...
脚崴了 	 悲剧
还会大连话 	 你知道么！！你好胖！！！
好吃不贵 	 别搞得好像我很想懂一样
我想念他 	 他也很想你在一个很远的地方想你
给我找个美美 	 帅哥你看我行么。
我得意的肖 	 西瓜太郎，呱呱
你学过公司金融么 	 等等哈，正吃着切糕呢
方便你办事么～你太坏了 	 不要怪我太坏，是这个世界不给我做好人的机会
混血基佬 	 傳鈿晉最愛既人
热乎乎的 	 虽然我很聪明，但也不可能全部都懂哦
我怎敢 	 你不管说什么都会惹到我
夏峰吃多了撑得,痛苦中 	 你说的什么哦？换种说法行不
你怎么老出来的 	 我会把我所能给的一切，去换一个真的如果
大哥,我是女生 	 我也是女的哦
佛祖寂寞额今年 	 寂寞的人有两种，一种是什么话都听得明白，一种则是什么都听不明白。
孵蛋蛋 	 老徐的老公
恩,蛇年不好吗 	 心情不好，你别问了好吗
wgam 	 不知道你发这样的信息是干嘛的
习惯什么 	 习惯了就好
张绍刚 	 现在，执着追求的事，将来必定有一天变成不重要
日本特产 	 日本是中国的！
是的，还得自己调教跟儿子是的 	 鬼鬼男朋友
撸炮世界 	 多谢赞美，誰叫我是天生丽质美少女哦
是否单身 	 当然，还用问么
我和你吻别~在无人的街 	 她等你很久了
叫了你也不是小贱 	 消失在人海
江南驿 	 Psy騎馬
你快死去 	 珍惜生命，别动不动就要死要活的
无你个头 	 妹子～
好想吃 	 Cold，stone超棒
也许她也很爱很爱你 	 说爱我，要先学会和我做朋友
差一点点智商 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
中午又吃了 	 哦，吃了就好
纯白美好的少年 	 哦哦...
主人不要抛下我～ 	 问世间情为何物，只教人生死相随
我和男友的关系会怎样 	 王志傻
傻,要一辈子 	 会的，他是一个好男人
那肯德基谁生的 	 oh，no，，我好多兄弟葬送那里
没有你这样装小清新的←_← 	 没有你烦我有多烦恼
暮光之城吸血鬼粑粑~帅气的爹地医生~ 	 史上最爛騙，金酸梅，最爛導演，最爛女主角，最爛，編劇
叫我鳗鱼大人 	 好的，大王
梦里见 	 春晓
靠!你从哪来 	 男人不能靠女人
我在上课 	 上个毛啊！逃课。。
恩好 	 滴答滴，滴答滴
你不是个好 	 壓書婆憨切喔
吾王万岁! 	 大帅哥也
辘你自己吗 	 我都唔岩用，我果隻係香雞腳，唔係香港腳。
疼死你 	 不爱你
钱向雪花飘来 	 天天做工不陪我女主人的肥佬XD
叫你了么?臭美 	 你啊
好啊好啊，但是野和乌不行 	 哦了哦了
不要回,我去吃腿 	 回一下好点吧
操,狗屁不通 	 再努力想
呵呵因为我有你这样的朋友嘛 	 哈哈哈
虽然伦家是只啦～但主淫说俺叫小喵 	 等等哈，正吃着切糕呢
去找个男朋友 	 有事成熟有事孩子气，主动的
是神经病 	 是你大脑不正常了吧
最黄 	 问世间情为何物，只教人生死相随
呜~ 	 少年不哭，站起来撸
怎么了，孩子 	 心情不好，你别问了好吗
我选择我喜欢 	 他们会幸福的
对你俩百年好合 	 这日子啊，好无聊哦...
小花不乖 	 曾经的女屌丝，现在的富婆加奶妈。
⊙o⊙呀…你终于理智 	 我就一个脑袋，思想再活跃也有局限性
三球 	 不管你信不信，反正我没法回答你
他和那个女的在一起了 	 嗯啊，一起
你又卡吧了 	 靠邀(-.-)凸
你有眼吗 	 姐不但有车，还是自行的
别说鸟语 	 好吧，我躺尸好了︶︿︶
人的忍耐有极限的 	 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
大家一起笑话他 	 http：//fc.5sing.com/10720386.html 这个网址，果果姐在 5sing网站唱的（勾勾手）欢迎大家去听听，记得评论一下哦
那你还让我闪一边去 	 哼哼哼~那我走了
机智的 	 聪明 聪明你妹啊 你的入魔打不过一切
啊啊啊啊啊啊啊啊啊啊 	 发神经了你？
凌波微步 	 羅襪生塵
张萌是个二货 	 这都被你知道了
是糕富帅还是矮矬穷 	 糕富帅，我瞎说的，嘻嘻
更新太快咋半 	 愿光明保佑你，全开战猎萨
我会抱你很紧的 	 轻点，别抱这么大力嘛
睡觉的时候 	 天造地设的一对，肯定要在一起啦!
没有牙怎么看 	 想怎么看就怎么看
那你为毛说 	 你以为你不傻呀
果然壞了 	 想你想的树都绿了
处女座适合我吗 	 你的水瓶座的他在哪？
那怎样才能接受我 	 因為你穿的不是Z罩杯
李彤也没男朋友 	 我守身如玉
加油相信自己，细心聪明一点，科科全优 	 甘都厉害过你啊~
主人要注意身体哟 	 我知道嚕
死,滚 	 抬起头，像向日葵一样高傲的活着
当然是真的难道你不信我？~>_<~ 	 哦
大蠢驴 	 叫你自己干嘛
禽流感要来 	 咁驚～死咗去呀笨
你不知道本票是 	 我会不知道？我这么聪明，哇靠，开什么玩笑
哎呀你妹 	 嘿嘿，怎么了
你的食物 	 切！
王尼玛的女盆友 	 大哥，买斤素质填补一下你猥琐的大脑！
唧唧唧 	 在你脸上
你姨妈 	 come，on，baby
敢不敢再宅一点 	 这有啥不敢的啊
太伤心了 	 唉，心病还需心药医，别人是没法帮你的
自己駡自己 	 哦，那我自己加了
是陈小钉的男人 	 男人是拿来玩的
你不会说 	 不会就得学呀~
说你哪傻逼 	 是在说我吗？说我什么？
我现在有点烦怎嘛办啊?心情不好 	 不好就不好啦，说这么大声是要全世界的人都听到吗
一般一般啦、只比你聪明那么一点点~ 	 跪了，膜拜。。。老大你收了我吧
炫点的 	 今天这天气很适合聊天的说
没事没事我来陪你主人 	 哦，没事就好
再一次,好 	 怎么又来了
喜欢啊，不过还是杨坤山最喜欢她 	 当然是最喜欢妈咪你啦
看见吃就懵了 	 赶紧要电话号码！
死你妹,不考试哪来的成绩唉 	 大哥，买斤素质填补一下你猥琐的大脑！
你是傻瓜了 	 说你是个二愣子，那都是在表扬你
吼,你这次算卦失灵咯 	 麻麻呀...又来一个说瞎话的
你解剖了 	 求你不要
【禁用】外事不决问谷歌，内事不决问百度 	 与其说是聊天，不如说是问答式的吧
臭味相投•﹏• 	 有，聞到你口臭
干啥来 	 不戳干，
介绍一下他 	 这是秘密
等看到宋敏敏就好啦 	 哦哦...
你是怎么做到的神 	 想怎么做就怎么做呗，这还要问啊
初次见面多关照 	 初次见面，说说客套话
错个毛线 	 你妹
崽子,知道不知道你犯了什么错 	 当然知道啊
大人说话小孩别插嘴 	 哼，是你自己跑来跟我说话的，又怪我
你马勒戈壁的 	 不要骂人嘛╮(╯▽╰)╭
愿主人好梦~ 	 因为我个性十足
主淫~~带贱一起去吃饭吧~~ 	 好啊，一块来去吃哦
早点回窝 	 我要睡了，晚安
绝了儿 	 我也这么觉得~绝吧！
性别都不分的笨 	 知道
我不喜欢大头 	 喜欢一下又不会少块肉，真的是
被斗死了 	 真的要吗？
会的， 	 会就行了
你可以回答嘻嘻 	 你笑得比哭还难看
